 num     #instances         #bytes  class name (module)
1885:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f0af7f0
1886:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f0afa30
1887:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f0afc70
1888:             1             16  com.google.inject.internal.GuiceInternal
1889:             1             16  com.google.inject.internal.InjectorShell$RootModule
1890:             1             16  com.google.inject.internal.KotlinSupport$KotlinUnsupported
1891:             1             16  com.google.inject.internal.KotlinSupport$KotlinUnsupported$$Lambda/0x000078cd0f0abbd0
1892:             1             16  com.google.inject.internal.Messages$1
1893:             1             16  com.google.inject.internal.Messages$2
1894:             1             16  com.google.inject.internal.Messages$3
1895:             1             16  com.google.inject.internal.MoreTypes$GenericArrayTypeImpl
1896:             1             16  com.google.inject.internal.ProvidesMethodScanner
1897:             1             16  com.google.inject.internal.Scoping$1
1898:             1             16  com.google.inject.internal.Scoping$2
1899:             1             16  com.google.inject.internal.Scoping$3
1900:             1             16  com.google.inject.internal.Scoping$4
1901:             1             16  com.google.inject.internal.Scoping$5
1902:             1             16  com.google.inject.internal.SingletonScope
1903:             1             16  com.google.inject.internal.aop.AbstractGlueGenerator$$Lambda/0x000078cd0f192a50
1904:             1             16  com.google.inject.internal.aop.GeneratedClassDefiner
1905:             1             16  com.google.inject.internal.aop.HiddenClassDefiner
1906:             1             16  com.google.inject.internal.aop.ImmutableStringTrie$$Lambda/0x000078cd0f1bae10
1907:             1             16  com.google.inject.internal.aop.UnsafeClassDefiner
1908:             1             16  com.google.inject.internal.aop.UnsafeClassDefiner$$Lambda/0x000078cd0f18fbc0
1909:             1             16  com.google.inject.internal.aop.UnsafeClassDefiner$$Lambda/0x000078cd0f194000
1910:             1             16  com.google.inject.internal.aop.UnsafeClassDefiner$ClassLoaderDefineClassHolder$$Lambda/0x000078cd0f1934c8
1911:             1             16  com.google.inject.internal.util.StackTraceElements$1
1912:             1             16  com.google.inject.matcher.Matchers$Any
1913:             1             16  com.google.inject.spi.BindingSourceRestriction$$Lambda/0x000078cd0f090200
1914:             1             16  com.google.inject.spi.BindingSourceRestriction$$Lambda/0x000078cd0f090440
1915:             1             16  com.google.inject.spi.BindingSourceRestriction$$Lambda/0x000078cd0f19d0e0
1916:             1             16  com.google.inject.spi.Elements$1
1917:             1             16  com.google.inject.spi.InjectionPoint$$Lambda/0x000078cd0f12e208
1918:             1             16  com.google.inject.spi.InjectionPoint$$Lambda/0x000078cd0f12e458
1919:             1             16  com.google.inject.spi.InjectionPoint$$Lambda/0x000078cd0f12e6a8
1920:             1             16  com.google.inject.util.Modules$EmptyModule
1921:             1             16  java.io.DeleteOnExitHook$1 (java.base@23)
1922:             1             16  java.io.FileDescriptor$1 (java.base@23)
1923:             1             16  java.io.FilePermission$1 (java.base@23)
1924:             1             16  java.io.FilePermissionCollection$$Lambda/0x000078cd0f04be08 (java.base@23)
1925:             1             16  java.io.PrintStream$1 (java.base@23)
1926:             1             16  java.io.PrintWriter$1 (java.base@23)
1927:             1             16  java.io.RandomAccessFile$2 (java.base@23)
1928:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@23)
1929:             1             16  java.lang.CharacterData00 (java.base@23)
1930:             1             16  java.lang.CharacterDataLatin1 (java.base@23)
1931:             1             16  java.lang.Class$$Lambda/0x000078cd0f0c6c78 (java.base@23)
1932:             1             16  java.lang.Class$1 (java.base@23)
1933:             1             16  java.lang.ClassLoader$$DefineAccessByGuice$$/0x000078cd0f19ac00 (java.base@23)
1934:             1             16  java.lang.InheritableThreadLocal (java.base@23)
1935:             1             16  java.lang.Module$$Lambda/0x000078cd0f070940 (java.base@23)
1936:             1             16  java.lang.ProcessEnvironment$StringEntrySet (java.base@23)
1937:             1             16  java.lang.ProcessEnvironment$StringKeySet (java.base@23)
1938:             1             16  java.lang.Runtime (java.base@23)
1939:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@23)
1940:             1             16  java.lang.System$2 (java.base@23)
1941:             1             16  java.lang.Terminator$1 (java.base@23)
1942:             1             16  java.lang.classfile.ClassHierarchyResolver$1Factory (java.base@23)
1943:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@23)
1944:             1             16  java.lang.invoke.MemberName$Factory (java.base@23)
1945:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@23)
1946:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@23)
1947:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda/0x800000004 (java.base@23)
1948:             1             16  java.lang.ref.Cleaner (java.base@23)
1949:             1             16  java.lang.ref.Cleaner$1 (java.base@23)
1950:             1             16  java.lang.ref.Reference$1 (java.base@23)
1951:             1             16  java.lang.reflect.AccessFlag$1 (java.base@23)
1952:             1             16  java.lang.reflect.AccessFlag$10 (java.base@23)
1953:             1             16  java.lang.reflect.AccessFlag$11 (java.base@23)
1954:             1             16  java.lang.reflect.AccessFlag$12 (java.base@23)
1955:             1             16  java.lang.reflect.AccessFlag$13 (java.base@23)
1956:             1             16  java.lang.reflect.AccessFlag$14 (java.base@23)
1957:             1             16  java.lang.reflect.AccessFlag$15 (java.base@23)
1958:             1             16  java.lang.reflect.AccessFlag$16 (java.base@23)
1959:             1             16  java.lang.reflect.AccessFlag$17 (java.base@23)
1960:             1             16  java.lang.reflect.AccessFlag$18 (java.base@23)
1961:             1             16  java.lang.reflect.AccessFlag$2 (java.base@23)
1962:             1             16  java.lang.reflect.AccessFlag$3 (java.base@23)
1963:             1             16  java.lang.reflect.AccessFlag$4 (java.base@23)
1964:             1             16  java.lang.reflect.AccessFlag$5 (java.base@23)
1965:             1             16  java.lang.reflect.AccessFlag$6 (java.base@23)
1966:             1             16  java.lang.reflect.AccessFlag$7 (java.base@23)
1967:             1             16  java.lang.reflect.AccessFlag$8 (java.base@23)
1968:             1             16  java.lang.reflect.AccessFlag$9 (java.base@23)
1969:             1             16  java.lang.reflect.Executable$$Lambda/0x000078cd0f0e87e0 (java.base@23)
1970:             1             16  java.lang.reflect.Proxy$$Lambda/0x000078cd0f06f390 (java.base@23)
1971:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda/0x000078cd0f06ffe8 (java.base@23)
1972:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x000078cd0f075d80 (java.base@23)
1973:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x000078cd0f075fc0 (java.base@23)
1974:             1             16  java.lang.reflect.ReflectAccess (java.base@23)
1975:             1             16  java.net.InetAddress$$Lambda/0x000078cd0f0f6710 (java.base@23)
1976:             1             16  java.net.InetAddress$$Lambda/0x000078cd0f0f6b48 (java.base@23)
1977:             1             16  java.net.InetAddress$1 (java.base@23)
1978:             1             16  java.net.InetAddress$PlatformResolver (java.base@23)
1979:             1             16  java.net.URI$1 (java.base@23)
1980:             1             16  java.net.URL$3 (java.base@23)
1981:             1             16  java.net.URL$DefaultFactory (java.base@23)
1982:             1             16  java.net.URLClassLoader$3$1 (java.base@23)
1983:             1             16  java.net.spi.InetAddressResolver$LookupPolicy (java.base@23)
1984:             1             16  java.nio.Bits$1 (java.base@23)
1985:             1             16  java.nio.Buffer$1 (java.base@23)
1986:             1             16  java.nio.Buffer$2 (java.base@23)
1987:             1             16  java.nio.channels.spi.SelectorProvider$Holder$$Lambda/0x000078cd0f0f2518 (java.base@23)
1988:             1             16  java.security.AllPermission (java.base@23)
1989:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@23)
1990:             1             16  java.security.Security$$Lambda/0x800000012 (java.base@23)
1991:             1             16  java.security.Security$1 (java.base@23)
1992:             1             16  java.text.DontCareFieldPosition$1 (java.base@23)
1993:             1             16  java.text.MessageFormat$Field (java.base@23)
1994:             1             16  java.time.ZoneOffset$$Lambda/0x800000013 (java.base@23)
1995:             1             16  java.time.chrono.IsoChronology (java.base@23)
1996:             1             16  java.time.format.DateTimeFormatter$$Lambda/0x800000014 (java.base@23)
